0.0,0.0
-0.01488935,0.0
-0.05932273,0.0
-0.1325993,187.509
-0.2335634,0.0
-0.360623,0.0
-0.5117741,0.0
-0.6846329,0.0
-0.8764735,0.0
-1.08427,0.0
-1.304746,0.0
-1.534425,0.0
-1.769683,0.0
-2.00681,0.0
-2.242069,0.0
-2.471747,0.0
-2.692223,0.0
-2.90002,0.0
-3.091861,0.0
-3.264719,0.0
-3.41587,0.0
-3.542929,0.0
-3.643894,0.0
-3.71717,0.0
-3.761604,0.0
-3.776493,0.0
-3.786909,0.0
-3.817991,0.0
-3.86925,0.0
-3.939878,0.0
-4.028759,0.0
-4.134494,0.0
-4.255414,0.0
-4.389612,0.0
-4.534972,0.0
-4.689202,0.0
-4.849868,0.0
-5.014438,0.0
-5.180316,0.0
-5.344886,0.0
-5.505553,0.0
-5.659782,0.0
-5.805142,0.0
-5.939341,0.0
-6.060261,0.0
-6.165995,0.0
-6.254877,0.0
-6.325504,0.0
-6.376763,0.0
-6.407846,0.0
-6.418262,0.0
-6.446842,0.0
-6.532134,0.0
-6.67279,0.0
-6.866594,0.0
-7.110489,0.0
-7.400628,0.0
-7.732436,0.0
-8.10068,0.0
-8.499554,0.0
-8.922764,0.0
-9.363638,0.0
-9.815224,0.0
-10.2704,0.0
-10.72198,0.0
-11.16286,0.0
-11.58607,0.0
-11.98494,0.0
-12.35319,0.0
-12.68499,0.0
-12.97513,0.0
-13.21903,0.0
-13.41283,0.0
-13.55349,0.0
-13.63878,0.0
-13.66736,0.0
-13.58005,0.0
-13.3195,0.0
-12.88982,0.0
-12.29778,0.0
-11.55272,0.0
-10.66639,0.0
-9.652771,0.0
-8.527845,0.0
-7.309355,0.0
-6.016515,0.0
-4.669715,0.0
-3.290196,0.0
-1.899713,0.0
-0.5201931,51.28359
0.8266096,0.0
2.119447,0.0
3.337938,0.0
4.462866,0.0
5.476482,0.0
6.36281,0.0
7.107866,0.0
7.699909,0.0
8.129593,0.0
8.390142,0.0
8.477451,0.0
8.48653,0.0
8.513622,0.0
8.558302,0.0
8.619864,0.0
8.697337,0.0
8.789499,0.0
8.894898,0.0
9.01187,0.0
9.138573,0.0
9.273005,0.0
9.413049,0.0
9.556494,0.0
9.70108,0.0
9.844526,0.0
9.98457,0.0
10.119,0.0
10.2457,0.0
10.36268,0.0
10.46807,0.0
10.56024,0.0
10.63771,0.0
10.69927,0.0
10.74395,0.0
10.77104,39.60712
10.78012,0.0
10.72253,0.0
10.55067,0.6855524
10.26725,0.0
9.876742,0.0
9.3853,1008.997
8.800675,0.0
8.13209,0.0
7.390085,1059.595
6.586365,0.0
5.733605,0.0
4.845252,923.3698
3.935318,0.0
3.018151,0.0
2.108216,74.63652
1.219862,0.0
0.3671026,0.0
-0.4366179,0.0
-1.178622,0.0
-1.847207,0.0
-2.431831,0.0
-2.923273,0.0
-3.313786,0.0
-3.597205,1207.497
-3.769066,0.0
-3.826654,0.0
-3.771598,1207.497
-3.607295,0.0
-3.336337,0.0
-2.962999,0.0
-2.493166,0.0
-1.934249,0.0
-1.295063,0.0
-0.5856872,0.0
0.1826906,0.0
0.9979525,763.5482
1.847242,0.0
2.717163,0.0
3.594,1180.252
4.463922,0.0
5.313212,0.0
6.128473,1246.419
6.896852,0.0
7.606228,0.0
8.245413,90.20512
8.804329,0.0
9.27416,0.0
9.647501,0.0
9.918458,0.0
10.08276,0.0
10.13782,20.14633
10.11882,0.0
10.06212,0.0
9.968628,0.0
9.839803,0.0
9.677681,0.0
9.48482,0.0
9.264261,0.0
9.019482,0.0
8.754344,156.3718
8.473028,0.0
8.179971,0.0
7.879793,1304.801
7.57723,0.0
7.277053,0.0
6.983995,16.25417
6.702679,0.0
6.437541,0.0
6.192762,0.0
5.972204,0.0
5.779343,0.0
5.617222,0.0
5.488396,0.0
5.394899,0.0
5.338204,0.6855524
5.319206,0.0
5.329156,0.0
5.358848,0.0
5.407813,0.0
5.475281,0.0
5.560185,0.0
5.66119,0.0
5.776699,0.0
5.904893,0.0
6.043749,0.0
6.191078,0.0
6.344556,8.469862
6.501763,0.0
6.660219,0.0
6.817426,0.6855524
6.970904,0.0
7.118233,0.0
7.257089,0.0
7.385283,0.0
7.500792,0.0
7.601796,0.0
7.686701,0.0
7.754169,0.0
7.803134,0.0
7.832826,0.0
7.842775,0.0
7.870225,0.0
7.952144,0.0
8.087237,0.0
8.273376,0.0
8.507625,0.0
8.786288,0.0
9.104973,0.0
9.458652,0.0
9.841749,0.0
10.24822,0.0
10.67166,0.0
11.10538,0.0
11.54256,0.0
11.97628,0.0
12.39972,0.0
12.80619,0.0
13.18929,0.0
13.54297,0.0
13.86165,0.0
14.14032,0.0
14.37456,0.0
14.5607,0.0
14.6958,0.0
14.77771,0.0
14.80516,0.0
14.7121,0.0
14.43436,0.0
13.97634,0.0
13.34526,0.0
12.55107,0.0
11.60629,0.0
10.52582,0.0
9.32671,0.0
8.027863,0.0
6.649763,0.0
5.214145,0.0
3.743649,0.0
2.261466,0.0
0.7909708,0.0
-0.6446505,0.0
-2.022749,0.0
-3.321596,0.0
-4.52071,0.0
-5.601171,0.0
-6.545952,0.0
-7.340143,0.0
-7.97123,0.0
-8.429249,0.0
-8.706984,0.0
-8.800049,0.0
-8.821603,0.0
-8.885925,0.0
-8.992002,0.0
-9.13816,0.0
-9.322093,0.0
-9.540902,0.0
-9.791136,0.0
-10.06885,0.0
-10.36966,0.0
-10.68882,0.0
-11.02131,0.0
-11.36187,0.0
-11.70514,0.0
-12.04571,0.0
-12.37819,0.0
-12.69736,0.0
-12.99817,0.0
-13.27588,0.0
-13.52611,0.0
-13.74492,0.0
-13.92886,0.0
-14.07501,0.0
-14.18109,0.0
-14.24541,0.0
-14.26697,0.0
-14.25563,0.0
-14.22178,0.0
-14.16597,0.0
-14.08908,0.0
-13.9923,0.0
-13.87718,0.0
-13.74553,0.0
-13.59942,0.0
-13.44115,0.0
-13.27323,0.0
-13.0983,0.0
-12.91912,0.0
-12.73852,0.0
-12.55934,0.0
-12.38441,0.0
-12.21648,0.0
-12.05822,0.0
-11.91211,0.0
-11.78045,0.0
-11.66533,0.6855524
-11.56856,0.0
-11.49166,0.0
-11.43585,0.0
-11.40201,0.0
-11.39067,0.0
-11.3197,0.0
-11.10789,0.0
-10.75861,0.0
-10.27734,0.0
-9.671688,0.0
-8.951196,0.0
-8.12723,0.0
-7.212783,0.0
-6.222278,0.0
-5.171336,0.0
-4.076529,0.0
-2.955125,0.0
-1.824807,0.0
-0.7034025,0.0
0.3914061,0.0
1.442348,0.0
2.432853,0.0
3.347301,0.0
4.171264,0.0
4.891754,0.0
5.497408,0.0
5.978676,0.0
6.327963,985.6443
6.539764,0.0
6.610737,0.0
6.581543,1137.438
6.494421,0.0
6.350747,0.0
6.152784,0.0
5.903656,0.0
5.60729,0.0
5.268362,0.0
4.892216,0.0
4.484784,0.0
4.052492,565.0482
3.602157,0.0
3.140882,0.0
2.67594,343.1953
2.214664,0.0
1.764328,0.0
1.332036,0.0
0.9246044,0.0
0.5484581,0.0
0.2095308,0.0
-0.08683395,0.0
-0.3359623,0.0
-0.5339255,1324.262
-0.6776004,0.0
